category,path,line,excerpt,classification
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,73,,manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,75,assert docs_failed is not None and output_failed is not None,manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,76,"assert docs_t.group(1) == output_t.group(1) == ""0.5""",manual_review
assert runtime validation,tests/test_flowstar_picard_residual_source_audit.py,77,"assert docs_failed.group(1) == output_failed.group(1) == ""y""",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,22,assert (ROOT / rel).exists(),manual_review
assert runtime validation,tests/test_flowstar_provenance.py,23,assert rel in tracked,manual_review
assert runtime validation,tests/test_flowstar_provenance.py,31,"assert ""head_sha"" not in source",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,32,"assert ""source_head_at_generation"" not in source",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,33,"assert ""remote_origin_main"" not in source",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,34,"assert ""status_short_before_manifest_generation"" not in source",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,35,"assert re.fullmatch(r""[0-9a-f]{40}"", source[""source_tree_commit_used_for_generation""])",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,36,"assert re.fullmatch(r""[0-9a-f]{40}\trefs/heads/main"", source[""remote_origin_main_at_generation""])",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,37,"assert source[""generation_worktree_status""] == ""clean""",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,38,"assert source[""artifact_bundle_commit_note""] == (",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,43,"assert ""`source_tree_commit_used_for_generation`"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,44,"assert ""`remote_origin_main_at_generation`"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,45,"assert ""`artifact_bundle_commit_note`"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,46,"assert ""`generation_worktree_status`: `clean`"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,47,"assert ""`head_sha`"" not in md.split(""## Flow* Backend"", 1)[0]",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,50,"assert backend[""FLOWSTAR_ROOT""] == ""/srv/local/shengenli/flowstar""",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,51,"assert backend[""backend""] == ""toolbox_cpp""",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,52,"assert re.fullmatch(r""[0-9a-f]{40}"", backend[""head_sha""])",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,53,"assert backend[""libflowstar_a""][""path""].endswith(""flowstar-toolbox/libflowstar.a"")",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,54,"assert re.fullmatch(r""[0-9a-f]{64}"", backend[""libflowstar_a""][""sha256""])",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,57,"assert audit[""generated_cpp_case_count_from_csv""] == 252",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,58,"assert audit[""all_generated_cases_include_Continuous_h""] is True",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,59,"assert audit[""all_generated_cases_call_ode_reach""] is True",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,60,"assert audit[""runner_links_libflowstar_a""] is True",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,63,"assert semantics[""flowstar_endpoint_box_available_for_gnuplot_rows""] is False",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,64,"assert semantics[""verified_all_completed_gnuplot_rows_endpoint_box_available_false""] is True",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,65,"assert semantics[""current_torch_vs_flowstar_ratio_types""] == [""last_segment"", ""tube""]",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,66,"assert semantics[""endpoint_ratio_allowed""] is False",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,67,,manual_review
assert runtime validation,tests/test_flowstar_provenance.py,69,"assert ""libflowstar.a sha256"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,70,"assert ""toolbox_cpp"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,71,"assert ""Continuous.h"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,72,"assert ""ode.reach"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,73,"assert ""endpoint_box_available=false"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,74,"assert ""`last_segment` and `tube` only"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,75,"assert ""FLOWSTAR_RUNTIME_S"" in md",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,80,"assert ""plant-only fixed-step/fixed-order baseline"" in text",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,81,"assert ""not `Flow*_adaptive`"" in text",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,82,"assert ""not a full CROWN-Reach NNCS pipeline reproduction"" in text",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,83,"assert ""setting.setFixedStepsize(h, order)"" in text",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,84,"assert ""range_only; dependency_preserving"" in text",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,85,"assert ""last_segment; tube; endpoint unavailable"" in text",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,86,"assert ""FLOWSTAR_RUNTIME_S/internal reach time"" in text",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,100,"assert ""endpoint ratio"" not in lowered or any(",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,113,"assert ""not"" in low or ""does not"" in low or ""no "" in low",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,115,"assert any(marker in low for marker in [""not"", ""future"", ""separate"", ""disabled"", ""outside"", ""does not represent""])",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,116,"assert ""reproduces the full CROWN-Reach"" not in text",manual_review
assert runtime validation,tests/test_flowstar_provenance.py,117,"assert ""Flow* adaptive result"" not in text",manual_review
hard-coded repository paths,tests/test_flowstar_provenance.py,50,"assert backend[""FLOWSTAR_ROOT""] == ""/srv/local/shengenli/flowstar""",manual_review
assert runtime validation,tests/test_flowstar_queue_state_audit.py,68,"assert set(trace[""source""]) == {""no_queue"", ""split_symqueue"", ""v2_symqueue""}",manual_review
assert runtime validation,tests/test_flowstar_queue_state_audit.py,69,"assert set(summary[""source""]) == {""no_queue"", ""split_symqueue"", ""v2_symqueue""}",manual_review
assert runtime validation,tests/test_flowstar_queue_state_audit.py,70,"assert ""Did v2 reach h10?"" in report",manual_review
assert runtime validation,tests/test_flowstar_queue_state_audit.py,71,"assert ""complete three-way input set loaded"" in report",manual_review
assert runtime validation,tests/test_flowstar_queue_state_audit.py,109,"assert missing[""status""] == ""missing""",manual_review
assert runtime validation,tests/test_flowstar_queue_state_audit.py,110,"assert ""flowstar_normalized_insertion_symqueue_v2_h10"" in missing[""missing_paths""]",manual_review
assert runtime validation,tests/test_flowstar_queue_state_audit.py,111,"assert ""Audit status: incomplete"" in report",manual_review
assert runtime validation,tests/test_flowstar_queue_state_audit.py,112,"assert ""v2_symqueue"" in report",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,16,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,74,,manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,76,"assert ledger[""picard_no_remainder_remainder_y_hi""] != 0",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,77,"assert ""flowstar.picard_no_remainder_remainder_y_hi"" in ledger[""missing_fields""]",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,78,"assert ""flowstar.ordinary_remainder_y_hi"" in ledger[""missing_fields""]",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,79,"assert ""unknown, not zero"" in ledger[""notes""]",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,90,,manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,92,"assert summary[""first_component_explaining_raw_y_hi_gap""] == ""raw_remainder_gap""",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,93,"assert summary[""raw_polynomial_range_component""] == ""same""",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,104,,manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,106,"assert summary[""raw_objects_semantically_same""] == ""false""",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,107,"assert summary[""semantic_mismatch""] == ""noncausal_domain_mismatch""",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,141,,manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,143,assert traced.status == baseline.status,manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,144,assert traced.h == baseline.h,manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,145,assert _box_tuple(traced.tm) == _box_tuple(baseline.tm),manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,146,assert _box_tuple(traced.final_tm) == _box_tuple(baseline.final_tm),manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,147,assert _box_tuple(traced.reset_tm) == _box_tuple(baseline.reset_tm),manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,169,,manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,172,"assert ""diagnostic-only"" in report",manual_review
assert runtime validation,tests/test_flowstar_raw_ctrunc_residual_audit.py,173,"assert ""raw_remainder_gap"" in report",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat.py,15,assert spec is not None and spec.loader is not None,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat.py,48,,manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat.py,50,"assert diagnostics[-1][""validation_mode""] == ""target_remainder_flowstar_ctrunc""",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat.py,51,"assert diagnostics[-1][""flowstar_raw_remainder_compat_enabled""] is False",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat.py,52,"assert abs(float(diagnostics[-1][""raw_ctrunc_residual_hi_y""]) - 5.8769251659495075e-05) < 1e-14",manual_review
assert runtime validation,tests/test_flowstar_raw_remainder_compat.py,53,"assert diagnostics[-1][""subset_tmp_remainder""] is True",manual_review
